station_id, observation_time,raw_text
KMEB,2023-04-05T20:52:00Z,KMEB 052052Z AUTO 21012KT 10SM FEW060 31/15 A3012 RMK AO2 SLP196 T03110150 56016
KMEH,2023-04-05T21:06:00Z,KMEH 052106Z AUTO VRB04KT 10SM SCT023 SCT028 05/M07 A3010 RMK AO2 T00501072
KMEI,2023-04-05T20:58:00Z,KMEI 052058Z AUTO 17016G21KT 10SM SCT050 29/19 A3000 RMK AO2 SLP156 I1000 I3/// T02940189 58005
KMEM,2023-04-05T20:54:00Z,KMEM 052054Z 21005KT 10SM -RA FEW047 BKN100 OVC250 19/17 A3001 RMK AO2 RAE22B54 TSE13 SLP158 P0000 60010 T01890172 51023
KMER,2023-04-05T20:53:00Z,KMER 052053Z 30005KT 10SM CLR 18/01 A3021
KMEV,2023-04-05T20:55:00Z,KMEV 052055Z AUTO VRB04G10KT 10SM CLR 07/M10 A3013 RMK AO2
KMEZ,2023-04-05T20:55:00Z,KMEZ 052055Z AUTO 35009KT 10SM CLR 15/07 A3001 RMK AO2 T01520071
KMFD,2023-04-05T20:52:00Z,KMFD 052052Z 19014KT 10SM BKN044 BKN050 OVC065 19/17 A2986 RMK AO2 RAE43 SLP106 P0027 60053 T01890172 58004
KMFE,2023-04-05T21:05:00Z,KMFE 052105Z 33010KT 5SM HZ OVC030 27/24 A2979 RMK AO2 RAB2056E04 P0000 T02720244
KMFI,2023-04-05T20:54:00Z,KMFI 052054Z AUTO 27016G32KT 10SM OVC028 02/M03 A2966 RMK AO2 PK WND 26036/2001 SLP058 T00171033 51046
KMFR,2023-04-05T20:53:00Z,KMFR 052053Z VRB04KT 10SM SCT085 12/01 A3015 RMK AO2 SLP211 T01220011 57018
KMGC,2023-04-05T20:15:00Z,KMGC 052015Z AUTO 27010G22KT 10SM BKN024 OVC029 15/11 A2974 RMK AO2
KMGE,2023-04-05T20:55:00Z,KMGE 052055Z 18008KT 10SM SCT055 BKN250 29/16 A3007 RMK AO2A SLP175 T02860158 57007 $
KMGG,2023-04-05T20:55:00Z,KMGG 052055Z AUTO 24014G25KT 4SM -SN BKN024 BKN029 OVC035 M02/M07 A2975 RMK AO2 T10211073
KMGJ,2023-04-05T20:54:00Z,KMGJ 052054Z AUTO 09007KT 10SM OVC016 10/07 A3016 RMK AO2 SLP212 T01000067 56013
KMGM,2023-04-05T20:53:00Z,KMGM 052053Z AUTO 20010G16KT 10SM SCT075 32/17 A3005 RMK AO2 SLP171 T03170167 58003
KMGN,2023-04-05T20:55:00Z,KMGN 052055Z AUTO 26009G15KT 220V290 10SM SCT024 SCT031 OVC038 11/09 A2951 RMK AO2 T01180094
KMGW,2023-04-05T20:53:00Z,KMGW 052053Z 19007G15KT 10SM CLR 30/13 A2992 RMK AO2 SLP120 T03000133 58021
KMGY,2023-04-05T20:53:00Z,KMGY 052053Z AUTO 25006KT 4SM VCTS RA BR SCT047 BKN070 OVC090 17/14 A2992 RMK AO2 WSHFT 1942 LTG DSNT ALQDS RAB1955 TSB19E47 SLP127 P0031 60066 T01670144 53015
KMHE,2023-04-05T20:53:00Z,KMHE 052053Z AUTO 30023G33KT 10SM FEW036 M01/M09 A3002 RMK AO2 PK WND 30036/2023 SLP184 T10061094 53020 $
KMHK,2023-04-05T20:52:00Z,KMHK 052052Z 27011G19KT 250V310 10SM CLR 12/M09 A3008 RMK AO2 SLP192 T01171089 53006
KMHL,2023-04-05T20:55:00Z,KMHL 052055Z AUTO 29012G20KT 10SM CLR 10/00 A3005 RMK AO2
KMHP,2023-04-05T20:55:00Z,KMHP 052055Z AUTO 17006KT 10SM SCT065 SCT080 30/16 A3011 RMK AO2 T03010160
KMHS,2023-04-05T20:56:00Z,KMHS 052056Z AUTO 00000KT 10SM CLR 10/M06 A3011 RMK AO2 SLP225 T01001056 56009
KMHT,2023-04-05T20:53:00Z,KMHT 052053Z VRB04KT 10SM OVC018 04/M01 A3033 RMK AO2 SLP287 T00391011 55017
KMHV,2023-04-05T21:00:00Z,KMHV 052100Z AUTO VRB06KT 10SM CLR 12/M10 A3015 RMK AO2
KMIA,2023-04-05T20:53:00Z,KMIA 052053Z 10015KT 10SM BKN032 BKN250 29/21 A3008 RMK AO2 SLP185 T02890211 58012
KMIB,2023-04-05T20:50:00Z,KMIB 052050Z 32026G33KT 10SM FEW050 M06/M09 A2986 RMK AO2A SLP146 $
KMIC,2023-04-05T20:53:00Z,KMIC 052053Z 26022G43KT 10SM SCT030 OVC036 M02/M08 A2974 RMK AO2 PK WND 28043/2048 SLP079 T10171083 51033
KMIE,2023-04-05T20:53:00Z,KMIE 052053Z 21008G17KT 3SM RA SCT075 OVC095 17/14 A2984 RMK AO2 SLP095 P0012 60015 T01720139 53001
KMIV,2023-04-05T20:54:00Z,KMIV 052054Z AUTO 16010G17KT 10SM CLR 22/15 A3008 RMK AO2 SLP186 T02220150 56013
KMIW,2023-04-05T20:53:00Z,KMIW 052053Z AUTO 28018G27KT 10SM SCT040 06/M04 A2995 RMK AO2 PK WND 28033/2006 SLP147 T00561039 53029
KMJD,2023-04-05T20:55:00Z,KMJD 052055Z AUTO 16013KT 10SM SCT023 SCT028 BKN032 28/24 A2998 RMK AO2
KMJQ,2023-04-05T20:55:00Z,KMJQ 052055Z AUTO 28021G33KT 10SM OVC023 M02/M07 A2990 RMK AO2
KMKC,2023-04-05T20:54:00Z,KMKC 052054Z 28011G20KT 10SM CLR 11/M03 A3007 RMK AO2 SLP182 T01061033 51018
KMKE,2023-04-05T20:52:00Z,KMKE 052052Z 27014G31KT 10SM FEW028 BKN250 11/02 A2969 RMK AO2 PK WND 27036/2013 SLP057 T01060022 51060
KMKG,2023-04-05T20:55:00Z,KMKG 052055Z 25015G27KT 9SM SCT025 BKN045 12/07 A2968 RMK AO2 PK WND 22031/2000 PRESRR SLP051 T01170072 53039
KMKJ,2023-04-05T20:55:00Z,KMKJ 052055Z AUTO 20008G16KT 150V230 10SM BKN055 BKN065 25/14 A3011 RMK AO2 T02530137
KMKL,2023-04-05T20:53:00Z,KMKL 052053Z 22004KT 4SM -RA BR BKN065 OVC080 17/16 A3002 RMK AO2 LTG DSNT NE SLP162 P0009 60032 T01720161 51017
KMKN,2023-04-05T20:55:00Z,KMKN 052055Z AUTO 36010KT 10SM 19/00 A3008 RMK AO2 T01940001
KMKO,2023-04-05T20:53:00Z,KMKO 052053Z AUTO 33010KT 10SM CLR 14/00 A3010 RMK AO2 SLP187 T01440000 50000
KMKS,2023-04-05T20:55:00Z,KMKS 052055Z AUTO 16008KT 10SM CLR 28/18 A3013 RMK AO2
KMKT,2023-04-05T20:56:00Z,KMKT 052056Z AUTO 27021G31KT 9SM -SN OVC027 M02/M07 A2984 RMK AO2 PK WND 29033/2031 SLP117 P0000 60000 T10171067 53029 FZRANO
KMKY,2023-04-05T20:56:00Z,KMKY 052056Z AUTO 15009KT 10SM CLR 30/20 A3005 RMK AO2 SLP176 6//// T03000200 56014 TSNO PNO $
KMLB,2023-04-05T20:53:00Z,KMLB 052053Z 09013KT 10SM CLR 28/19 A3010 RMK AO2 SLP192 T02780194 56013
KMLC,2023-04-05T20:53:00Z,KMLC 052053Z AUTO 01013G18KT 10SM CLR 17/01 A3006 RMK AO2 SLP172 T01670006 58004
KMLE,2023-04-05T20:55:00Z,KMLE 052055Z AUTO 30020G24KT 10SM CLR 06/M08 A3004 RMK AO2 T00641081
KMLF,2023-04-05T20:52:00Z,KMLF 052052Z AUTO 05006KT 9SM -SN CLR 01/M07 A3017 RMK AO2 SNB00 SLP247 P0000 60000 T00061067 56000
KMLI,2023-04-05T20:52:00Z,KMLI 052052Z 27021G28KT 10SM SCT030 08/00 A2991 RMK AO2 PK WND 28034/2022 SLP129 T00780000 51040
KMLJ,2023-04-05T20:55:00Z,KMLJ 052055Z AUTO VRB04G14KT 10SM FEW065 FEW080 SCT085 31/17 A3008 RMK AO2
KMLP,2023-04-05T21:04:00Z,KMLP 052104Z AUTO 1/4SM SN FZFG SCT003 BKN011 OVC032 M05/M07 A3001 RMK AO2 P0001 T10501067
KMLS,2023-04-05T20:53:00Z,KMLS 052053Z AUTO 29015G18KT 10SM SCT046 02/M09 A3003 RMK AO2 SLP200 T00171094 56009
KMLT,2023-04-05T21:05:00Z,KMLT 052105Z AUTO 11004KT 3SM FZRA BR OVC045 M02/M04 A3041 RMK AO2 P0002 I1002 T10221039
KMLU,2023-04-05T21:07:00Z,KMLU 052107Z VRB05KT 10SM VCTS -RA FEW046 SCT100 BKN120 19/18 A2999 RMK AO2 LTG DSNT ALQDS P0000 T01890178
KMMH,2023-04-05T20:55:00Z,KMMH 052055Z AUTO 15003KT 10SM CLR M01/M09 A3014 RMK AO2 T10081092
KMMI,2023-04-05T20:55:00Z,KMMI 052055Z AUTO 22013G20KT 180V250 10SM CLR 30/14 A3005 RMK A01
KMMK,2023-04-05T20:53:00Z,KMMK 052053Z AUTO 10006KT 10SM OVC019 10/06 A3023 RMK AO2 SLP238 T01000056 56012
KMML,2023-04-05T20:56:00Z,KMML 052056Z AUTO 27029G38KT 9SM -SN OVC026 M03/M07 A2987 RMK AO2 PK WND 26038/2048 UPB33E36SNE00B23E33B39 SLP133 P0000 60000 T10281072 51028 FZRANO
KMMT,2023-04-05T20:55:00Z,KMMT 052055Z 16007KT 10SM FEW060 SCT080 30/16 A3009 RMK AO2A SLP191 T03010157 57015 $
KMMU,2023-04-05T20:45:00Z,KMMU 052045Z COR 08008KT 3SM BR OVC005 10/10 A3018
KMMV,2023-04-05T20:53:00Z,KMMV 052053Z AUTO 15005KT 10SM BKN025 OVC032 09/04 A3017 RMK AO2 RAB12E48 SLP216 P0000 60000 T00890044 58014
KMNE,2023-04-05T21:01:00Z,KMNE 052101Z AUTO 00000KT 10SM BKN006 BKN009 OVC080 19/19 A2997 RMK AO2 LTG DSNT E THRU S
KMNH,2023-04-05T20:55:00Z,KMNH 052055Z AUTO 24009KT 10SM OVC060 00/M12 A2999 RMK AO2
KMNI,2023-04-05T20:55:00Z,KMNI 052055Z AUTO 21009G14KT 10SM CLR 29/17 A3012 RMK AO2
KMNM,2023-04-05T20:57:00Z,KMNM 052057Z AUTO 10SM SCT027 08/04 A2953 RMK AO2 SLP022 6//// T00830039 51023 PNO $
KMNN,2023-04-05T20:53:00Z,KMNN 052053Z AUTO 27007KT 4SM -RA BR FEW011 BKN034 OVC044 19/17 A2987 RMK AO2 RAB35 SLP112 P0002 60024 T01940172 53002
KMNV,2023-04-05T20:55:00Z,KMNV 052055Z AUTO 23015G24KT 10SM 29/14 A3003 RMK A01
KMNZ,2023-04-05T20:55:00Z,KMNZ 052055Z AUTO 36010G18KT 10SM SCT100 19/M01 A3007 RMK AO2 T01911011
KMOB,2023-04-05T20:56:00Z,KMOB 052056Z VRB04KT 7SM BKN025 BKN250 28/20 A3005 RMK AO2 SLP173 T02780200
KMOD,2023-04-05T20:53:00Z,KMOD 052053Z 00000KT 10SM CLR 16/02 A3020 RMK AO2 SLP226 T01560022 58010
KMOP,2023-04-05T20:55:00Z,KMOP 052055Z AUTO 22026G34KT 10SM BKN046 OVC060 21/12 A2959 RMK AO2 T02130119
KMOR,2023-04-05T20:55:00Z,KMOR 052055Z AUTO 26011G16KT 10SM BKN080 BKN090 30/14 A3001 RMK A01
KMOT,2023-04-05T20:54:00Z,KMOT 052054Z 29024G35KT 10SM CLR M04/M11 A2987 RMK AO2 PK WND 29040/2015 SLP147 T10441106 52009
KMOX,2023-04-05T20:55:00Z,KMOX 052055Z AUTO 29010KT 1 3/4SM -SN BKN001 M05/M08 A2978 RMK AO2
KMPO,2023-04-05T20:53:00Z,KMPO 052053Z AUTO 11010KT M1/4SM FG VV001 09/09 A3010 RMK AO2 SLP199 T00940094 57013
KMPR,2023-04-05T20:55:00Z,KMPR 052055Z AUTO 34014G19KT 10SM CLR 10/M09 A3010 RMK AO2 T01031087
KMPV,2023-04-05T20:51:00Z,KMPV 052051Z AUTO 17012G19KT 10SM -RA OVC024 02/M02 A3018 RMK AO2 LTG DSNT N SLP235 P0002 60004 T00221022 57018
KMPZ,2023-04-05T20:55:00Z,KMPZ 052055Z AUTO 29017G22KT 10SM CLR 08/02 A2997 RMK AO2
KMQB,2023-04-05T20:55:00Z,KMQB 052055Z AUTO 27017KT 10SM BKN033 09/03 A2997 RMK AO2 T00920026
KMQI,2023-04-05T21:10:00Z,KMQI 052110Z AUTO 19012KT 10SM CLR 23/19 A3017 RMK AO2 T02310186
KMQJ,2023-04-05T20:55:00Z,KMQJ 052055Z AUTO 20013G18KT 10SM SCT015 SCT065 OVC110 15/15 A2988 RMK AO1
KMQS,2023-04-05T20:55:00Z,KMQS 052055Z AUTO 14008KT 10SM CLR 25/17 A3006 RMK AO2
KMQW,2023-04-05T20:55:00Z,KMQW 052055Z AUTO 19008KT 150V220 10SM SCT065 BKN075 32/16 A3009 RMK AO2 T03180165
KMQY,2023-04-05T20:56:00Z,KMQY 052056Z 19010G19KT 10SM BKN065 27/17 A2998 RMK AO2 LTG DSNT W AND NW SLP153 T02720167 58002
KMRB,2023-04-05T20:53:00Z,KMRB 052053Z 16013G19KT 10SM CLR 28/16 A2994 RMK AO2 SLP134 T02780156 56019
KMRC,2023-04-05T20:55:00Z,KMRC 052055Z AUTO 23018KT 10SM SCT060 BKN075 27/16 A2995 RMK A01
KMRF,2023-04-05T20:56:00Z,KMRF 052056Z AUTO 25005KT 10SM CLR 19/M14 A3006 RMK AO2 SLP137 T01891139 58017
KMRH,2023-04-05T20:58:00Z,KMRH 052058Z AUTO 18008KT 10SM CLR 24/21 A3017 RMK AO2 SLP216 I1000 I3/// T02390206 55007
KMRJ,2023-04-05T20:55:00Z,KMRJ 052055Z AUTO 26022G29KT 10SM BKN028 05/M01 A2982 RMK AO2 PWINO
KMRN,2023-04-05T21:05:00Z,KMRN 052105Z AUTO 19006KT 10SM SCT080 28/17 A3013 RMK AO2 T02800167
KMRT,2023-04-05T20:59:00Z,KMRT 052059Z AUTO 27013KT 4SM SCT035 OVC042 17/14 A2991 RMK AO1 P0005
KMRY,2023-04-05T20:54:00Z,KMRY 052054Z 31010KT 10SM CLR 12/06 A3024 RMK AO2 SLP254 T01170056 58004
KMSL,2023-04-05T20:53:00Z,KMSL 052053Z AUTO 22013KT 10SM SCT100 28/18 A2998 RMK AO2 LTG DSNT NW RAB36E47 SLP144 P0002 60002 T02830183 58012
KMSN,2023-04-05T20:53:00Z,KMSN 052053Z COR 27013G23KT 10SM BKN035 BKN250 07/M01 A2976 RMK AO2 PK WND 26028/1955 SLP082 T00721006 51046
KMSO,2023-04-05T20:53:00Z,KMSO 052053Z 36010G17KT 10SM SCT050 07/M05 A3007 RMK AO2 SLP202 60000 T00671050 56007
KMSP,2023-04-05T21:05:00Z,KMSP 052105Z 27021G40KT 10SM BKN029 OVC036 M02/M09 A2977 RMK AO2 PK WND 27040/2103 T10171089
KMSS,2023-04-05T20:53:00Z,KMSS 052053Z AUTO 07009KT 3SM RA BR BKN005 OVC012 01/M01 A2998 RMK AO2 UPE27RAB27 SLP155 P0026 60089 I3007 T00061006 58018
KMSV,2023-04-05T20:56:00Z,KMSV 052056Z AUTO 13009KT 10SM OVC012 11/08 A3013 RMK AO2 SLP207 T01060083 56013
KMSY,2023-04-05T20:53:00Z,KMSY 052053Z 15014G24KT 10SM SCT017 SCT022 BKN250 28/23 A2998 RMK AO2 SLP154 T02830228 58015
KMTC,2023-04-05T20:56:00Z,KMTC 052056Z 13013KT 10SM VCSH FEW035 BKN070 OVC100 15/15 A2968 RMK AO2A RAB10E32 SLP056 P0000 60008 T01530147 55022
KMTH,2023-04-05T20:53:00Z,KMTH 052053Z AUTO 11011G19KT 10SM CLR 30/21 A3004 RMK AO2 SLP172 T03000206 56014
KMTJ,2023-04-05T20:53:00Z,KMTJ 052053Z AUTO 23006KT 10SM FEW050 BKN070 BKN090 02/M11 A3008 RMK AO2 SLP188 T00171111 53001
KMTK,2023-04-05T20:55:00Z,KMTK 052055Z AUTO 13012KT 10SM CLR 25/23 A3000 RMK A01
KMTN,2023-04-05T20:53:00Z,KMTN 052053Z 15017KT 10SM CLR 23/16 A3004
KMTO,2023-04-05T20:53:00Z,KMTO 052053Z AUTO 29018KT 10SM OVC015 11/08 A2992 RMK AO2 PK WND 27034/2029 SLP129 60001 T01110083 53060
KMTP,2023-04-05T20:54:00Z,KMTP 052054Z AUTO 06011G20KT 07/05 A3025 RMK AO1 SLP244 T00720050 58011
KMTV,2023-04-05T20:55:00Z,KMTV 052055Z AUTO 21005KT 10SM SCT070 SCT090 28/14 A3010 RMK AO2 T02750140
KMTW,2023-04-05T20:56:00Z,KMTW 052056Z AUTO 27019G27KT 10SM SCT031 11/04 A2960 RMK AO2 PK WND 25033/1958 SLP026 60000 T01060039 53037
KMUI,2023-04-05T20:55:00Z,KMUI 052055Z COR 10012G20KT 10SM SCT045 BKN120 BKN250 19/16 A3004 RMK SLPNO WND DATA ESTMD ALSTG ESTMD 56024 COR 2056
KMUO,2023-04-05T20:55:00Z,KMUO 052055Z 33006KT 10SM FEW050 SCT070 07/M10 A3016 RMK AO2A SLP228 T00681100 58005
KMUT,2023-04-05T20:55:00Z,KMUT 052055Z AUTO 28019G27KT 10SM 07/M02 A2997 RMK AO2
KMVE,2023-04-05T20:55:00Z,KMVE 052055Z AUTO 28000KT 10SM SCT026 OVC033 M03/M04 A2983 RMK AO2
KMVH,2023-04-05T21:00:00Z,KMVH 052100Z AUTO 34009KT 10SM CLR 02/M15 A2996 RMK AO2 PWINO
KMVL,2023-04-05T21:04:00Z,KMVL 052104Z AUTO 20005KT 2 1/2SM RA BR OVC025 03/01 A3016 RMK AO2 P0002 T00280011
KMVY,2023-04-05T20:53:00Z,KMVY 052053Z 08012KT 2 1/2SM BR OVC006 07/06 A3027 RMK AO2 RAB13E36 SLP249 P0000 60000 T00720056 56018
KMWA,2023-04-05T20:45:00Z,KMWA 052045Z 30008KT 10SM OVC007 18/18 A2989
KMWC,2023-04-05T20:45:00Z,KMWC 052045Z 26023G33KT 10SM SCT028 09/02 A2968
KMWH,2023-04-05T20:52:00Z,KMWH 052052Z 21011KT 10SM CLR 12/M07 A3013 RMK AO2 SLP210 T01171067 58013
KMWK,2023-04-05T21:05:00Z,KMWK 052105Z AUTO 20010G16KT 10SM SCT065 BKN080 27/16 A3011 RMK AO2 T02660160
KMWL,2023-04-05T20:53:00Z,KMWL 052053Z AUTO 33013KT 10SM CLR 17/M02 A3008 RMK AO2 SLP176 T01721017 55001
KMWM,2023-04-05T20:55:00Z,KMWM 052055Z AUTO 26025G33KT 10SM OVC024 M03/M07 A2986 RMK AO2
KMWN,2023-04-05T20:53:00Z,KMWN 052053Z 22039G56KT 0SM -RA FG VV000 00/00 RMK FZRAE05RAB30
KMWO,2023-04-05T20:55:00Z,KMWO 052055Z AUTO 19010KT 5SM VCTSRA SCT049 SCT065 OVC095 16/ A2995 RMK AO2 LTG DSNT E AND SW P0028 T0161//// 60040
KMWT,2023-04-05T20:53:00Z,KMWT 052053Z AUTO 31007G14KT 10SM CLR 15/06 A2997 RMK AO2 SLP143 60000 T01500061 55010 $
KMXF,2023-04-05T20:55:00Z,KMXF 052055Z AUTO 18011KT 10SM BKN075 31/13 A3003 RMK AO2 SLP170 T03120125 55004
KMYF,2023-04-05T20:53:00Z,KMYF 052053Z 30011KT 10SM CLR 18/01 A3009 RMK AO2 SLP187 T01780011 56012
KMYJ,2023-04-05T20:55:00Z,KMYJ 052055Z AUTO 29011G22KT 10SM CLR 10/01 A3001 RMK AO2
KMYL,2023-04-05T20:51:00Z,KMYL 052051Z AUTO 18008KT 10SM CLR M01/M10 A3008 RMK AO2 SLP230 T10061100 56002
KMYR,2023-04-05T20:56:00Z,KMYR 052056Z 15010KT 10SM CLR 24/22 A3017 RMK AO2 SLP216 T02440222 56010
KMYV,2023-04-05T20:53:00Z,KMYV 052053Z AUTO 00000KT 10SM CLR 17/M01 A3021 RMK AO2 SLP233 T01671011 58011
KMYZ,2023-04-05T20:55:00Z,KMYZ 052055Z AUTO 30014G21KT 10SM CLR 10/M08 A3007 RMK AO2
KMZH,2023-04-05T20:55:00Z,KMZH 052055Z AUTO 26011G24KT 10SM OVC028 M01/M07 A2957 RMK AO2
KMZZ,2023-04-05T20:55:00Z,KMZZ 052055Z AUTO 21016G24KT 7SM -RA SCT026 BKN080 OVC100 16/15 A2981 RMK AO2 P0009 60013 T01640149
KN03,2023-04-05T20:55:00Z,KN03 052055Z AUTO 19018G24KT 10SM SCT110 20/12 A2992 RMK AO2
KN38,2023-04-05T20:55:00Z,KN38 052055Z AUTO 17022G29KT 10SM CLR 20/14 A2992 RMK AO2
KN60,2023-04-05T20:52:00Z,KN60 052052Z AUTO 30033G44KT M06/M11 A2990 RMK AO1 PK WND 30044/2022 SLP160 T10561106 53012
KN79,2023-04-05T20:55:00Z,KN79 052055Z AUTO 13008G20KT 10SM SCT140 18/15 A3001 RMK AO2 T01780153
KNAK,2023-04-05T20:54:00Z,KNAK 052054Z AUTO 17014G22KT 10SM CLR 23/17 A3002 RMK AO2 PK WND 16026/1956 SLP169 T02330167 55014
KNBC,2023-04-05T20:56:00Z,KNBC 052056Z 16011KT 10SM CLR 28/22 A3014 RMK AO2 SLP207 T02780217 56008
KNBG,2023-04-05T20:55:00Z,KNBG 052055Z 18015G20KT 10SM FEW020 SCT026 SCT036 OVC250 28/23 A2999 RMK AO2 SLP154 T02780233 58010 $
KNCA,2023-04-05T20:56:00Z,KNCA 052056Z 17012G18KT 10SM SCT200 27/14 A3015 RMK AO2 SLP213 T02670144 $
KNDZ,2023-04-05T20:56:00Z,KNDZ 052056Z 21007G17KT 10SM BKN022 BKN250 27/21 A3008 RMK AO2 SLP170 BKN022 V SCT T02670206 50001 $
KNEL,2023-04-05T21:07:00Z,KNEL 052107Z 08007KT OVC004 11/10 A3014 RMK AO2 T01110100
KNEW,2023-04-05T20:53:00Z,KNEW 052053Z 16017G22KT 10SM FEW027 FEW033 SCT045 29/22 A2999 RMK AO2 SLP149 T02890222 58011
KNFE,2023-04-05T20:56:00Z,KNFE 052056Z AUTO 17010KT 10SM CLR 29/17 A3010 RMK AO2 SLP195 T02890172 56015
KNFG,2023-04-05T20:52:00Z,KNFG 052052Z 28007KT 10SM FEW050 FEW200 19/06 A3009 RMK AO2 SLP189 T01890056 56012
KNFL,2023-04-05T20:56:00Z,KNFL 052056Z VRB03KT 10SM SCT060 SCT200 08/M11 A3017 RMK AO2 SLP179 T00781106 58006
KNFW,2023-04-05T20:52:00Z,KNFW 052052Z AUTO 33012KT CLR 18/M01 A3008 RMK AO2 SLP170 T01781006 51003 TSNO CHINO S VISNO S $
KNGP,2023-04-05T20:56:00Z,KNGP 052056Z 01025G35KT 4SM RA BR SCT007 BKN011 OVC049 21/19 A2984 RMK AO2 PK WND 01035/2048 WSHFT 2033 RAE22B46 SLP104 P0002 60005 T02060189 53003
KNGU,2023-04-05T20:59:00Z,KNGU 052059Z 22010G17KT 10SM FEW060 BKN250 30/16 A3010 RMK AO2 SLP193 T03000161 56014
KNHK,2023-04-05T20:52:00Z,KNHK 052052Z 14014G22KT 10SM BKN280 24/16 A3004 RMK AO2 SLP174 T02440156 56014
KNID,2023-04-05T20:56:00Z,KNID 052056Z 02004KT 10SM FEW250 14/M11 A3014 RMK AO2 SLP213 T01441111 58016 $
KNIP,2023-04-05T20:53:00Z,KNIP 052053Z 13013KT 10SM FEW045 SCT090 BKN250 29/21 A3011 RMK AO2 SLP193 T02940206 56009
KNJK,2023-04-05T20:56:00Z,KNJK 052056Z COR VRB05KT 10SM CLR 21/M08 A3011 RMK AO2 SLP211 T02111078 58018 $
KNJM,2023-04-05T20:57:00Z,KNJM 052057Z AUTO 16006KT 8SM CLR 26/20 A3018 RMK AO2 SLP222 T02560200 55008
KNJW,2023-04-05T20:57:00Z,KNJW 052057Z AUTO 14008KT 10SM BKN060 30/18 A3002 RMK AO2 SLP079 T03000178 56006
KNKT,2023-04-05T20:56:00Z,KNKT 052056Z 22010G18KT 10SM CLR 27/18 A3017 RMK AO2 SLP212 T02670183 55006
KNKX,2023-04-05T20:55:00Z,KNKX 052055Z 28010KT 10SM CLR 16/05 A3009 RMK AO2 SLP185 T01610050 56012
KNLC,2023-04-05T20:56:00Z,KNLC 052056Z VRB03KT 10SM FEW032 BKN220 17/01 A3020 RMK AO2 SLP228 RH/35 T01670011 58014
KNMM,2023-04-05T20:56:00Z,KNMM 052056Z 17009G16KT 10SM BKN055 BKN250 29/18 A3001 RMK AO2 SLP168 T02890178 58007 $
KNOG,2023-04-05T20:56:00Z,KNOG 052056Z AUTO 01014G23KT 10SM OVC031 23/09 A2988 RMK AO2 PK WND 01029/2011 SLP099 6//// T02330089 51003 TSNO PNO $
KNOW,2023-04-05T20:55:00Z,KNOW 052055Z AUTO 00000KT 10SM SCT110 07/03 A3013 RMK AO2 T00730027
KNOZ,2023-04-05T20:59:00Z,KNOZ 052059Z AUTO 24003KT 10SM CLR 21/M14 A3009 RMK AO2 SLP139 T02061139 58016 $
KNPA,2023-04-05T20:56:00Z,KNPA 052056Z 15011KT 10SM SCT012 BKN250 26/22 A3007 RMK AO2 SLP182 T02610222 58001 $
KNQA,2023-04-05T20:50:00Z,KNQA 052050Z 18003KT 10SM BKN100 19/18 A2998
KNQI,2023-04-05T20:56:00Z,KNQI 052056Z 02021G33KT 7SM -RA OVC014 16/16 A2987 RMK AO2 PK WND 03033/2056 WSHFT 1954 SLP110 T2 SET P0010 60010 T01610161 53012 $
KNQX,2023-04-05T20:53:00Z,KNQX 052053Z 10017KT 10SM FEW024 OVC250 28/22 A3004 RMK AO2 SLP169 T02830217 56014
KNRB,2023-04-05T20:52:00Z,KNRB 052052Z 14012G20KT 10SM FEW025 BKN250 28/23 A3013 RMK AO2 SLP201 T02780228 58009 $
KNRN,2023-04-05T20:55:00Z,KNRN 052055Z AUTO 35018G26KT 10SM CLR 09/M10 A3011 RMK AO2
KNRS,2023-04-05T20:53:00Z,KNRS 052053Z 29012KT 10SM CLR 15/08 A3011 RMK AO2 SLP196 T01500083 56008
KNSE,2023-04-05T20:56:00Z,KNSE 052056Z 19012KT 10SM SCT022 BKN250 27/21 A3008 RMK AO2 SLP171 T02670206 50001 $
KNSI,2023-04-05T20:53:00Z,KNSI 052053Z 33012KT 10SM SCT270 14/07 A3014 RMK AO2 SLP202 T01390072 58005 $
KNTD,2023-04-05T20:55:00Z,KNTD 052055Z 26011KT 10SM SCT300 16/05 A3014 RMK AO2 SLP206 T01560050 58004 $
KNTU,2023-04-05T20:56:00Z,KNTU 052056Z 16014G23KT 10SM FEW040 BKN300 26/17 A3010 RMK AO2 SLP195 T02610172 56013
KNUC,2023-04-05T20:56:00Z,KNUC 052056Z 32011KT 10SM FEW028 FEW250 14/00 A3014 RMK AO2 SLP205 T01440000 56008 $
KNUI,2023-04-05T20:53:00Z,KNUI 052053Z AUTO 15012G21KT 10SM CLR 24/17 A3004 RMK AO2 SLP173 T02440167 56014
KNUQ,2023-04-05T20:55:00Z,KNUQ 052055Z AUTO 35012KT 10SM CLR 14/05 A3022 RMK AO2
KNUW,2023-04-05T20:53:00Z,KNUW 052053Z 14016G24KT 10SM SCT035 BKN150 OVC220 12/01 A3014 RMK AO2 SLP211 T01170006 56010 VISNO $
KNXF,2023-04-05T20:56:00Z,KNXF 052056Z AUTO 29010KT 10SM CLR 16/09 A3010 RMK AO2 SLP278 T01560089 58012
KNXP,2023-04-05T20:56:00Z,KNXP 052056Z AUTO 00000KT 10SM CLR 16/M09 A3019 RMK AO2 SLP204 T01561094 56020
KNY0,2023-04-05T20:57:00Z,KNY0 052057Z AUTO 15013G17KT 10SM OVC030 12/06 A3004 RMK AO2
